CRN;Course;Session;Title;Instructor;Time/Location;Credits
22137;ECON 608 001;Full Term;RISK MANAGEMENT/ENERGYINDUSTRY;El-Gamal, Mahmoud A.;8:00AM - 9:15AM F BKH 22910:50AM - 12:05PM TR BKH 229GR Course-Dept Schedules Exam;4
22618;ECON 610 002;Full Term;ENERGY & THE MACROECONOMY;Carlton, Amelie B.;8:00AM - 9:15AM MW BKH 229GR Course-Dept Schedules Exam;4
24667;ECON 622 001;Full Term;TRANSPORTATION ECONOMICS;Loch-Temzelides, Ted P.;8:00AM - 9:15AM TR BKH 102GR Course-Dept Schedules Exam;4
20058;ECON 800 001;Full Term;GRADUATE RESEARCH;Back, Kerry E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24080;ECON 800 002;Full Term;GRADUATE RESEARCH;Hartley, Peter R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24081;ECON 800 003;Full Term;GRADUATE RESEARCH;Eraslan, Hulya;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24083;ECON 800 004;Full Term;GRADUATE RESEARCH;Tang, Xun;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24084;ECON 800 005;Full Term;GRADUATE RESEARCH;Cunha, Flavio A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24085;ECON 800 006;Full Term;GRADUATE RESEARCH;Zodrow, George R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24086;ECON 800 007;Full Term;GRADUATE RESEARCH;Sickles, Robin;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24087;ECON 800 008;Full Term;GRADUATE RESEARCH;El-Gamal, Mahmoud A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24088;ECON 800 009;Full Term;GRADUATE RESEARCH;Ho, Vivian;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24089;ECON 800 010;Full Term;GRADUATE RESEARCH;Fox, Jeremy T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
24431;ECON 800 011;Full Term;GRADUATE RESEARCH;Perrigne, Isabelle;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
21814;GLBL 502 001;1st Half of Full Term;INSTITUTIONS & DEVELOPMENT;Jones, Mark P.;6:00PM - 8:50PM R BKH 116GR Course-Dept Schedules Exam;1.5
25418;GLBL 512 001;1st Half of Full Term;INTERNATIONAL CONFLICT;Jones, Mark P.;6:00PM - 9:00PM T BKH 116GR Course-Dept Schedules Exam;1.5
21819;GLBL 513 001;2nd Half of Full Term;INTERNATIONAL COOPERATION;Lewis, Steven W.;6:00PM - 8:50PM R BKH 102GR Course-Dept Schedules Exam;1.5
24160;GLBL 519 002;Full Term;MASTER GLOBAL AFFAIRS INTRNSHP;Jones, Mark P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 6
22568;GLBL 520 001;Full Term;MASTER GLOBAL AFFAIRS CAPSTONE;Jones, Mark P.;TBA TBAGR Course-Dept Schedules Exam;3
25497;GLBL 521 001;Full Term;DIR READING IN GLOBAL AFFAIRS;Jones, Mark P.;TBA TBAGR Course-Dept Schedules Exam;3
24521;GLBL 524 001;Full Term;MACROECONOMICS GLOBAL ECONOMY;DeNicco, James P.;6:00PM - 9:00PM M HUM 119GR Course-Dept Schedules Exam;3
24522;GLBL 525 001;Full Term;INTERNATIONAL SECURITY;Ard, Michael J.;6:00PM - 9:00PM T HUM 328GR Course-Dept Schedules Exam;3
25522;GLBL 573 001;Full Term;NON-THESIS GRADUATE RESEARCH;Jones, Mark P.;TBA TBAGR Course-Dept Schedules Exam;3
20332;LING 200 002;Full Term;INTRO TO STUDY OF LANGUAGE;Durian, David C.;9:25AM - 10:40AM TR HRG 10028-APR-2018 9:00AM - 12:00PM S TBA TBAScheduled Final Exam-OTR Room;3
24488;LING 301 001;Full Term;PHONETICS;Durian, David C.;10:50AM - 12:05PM TR HUM 11926-APR-2018 9:00AM - 12:00PM R TBA TBATake-Home Exam;3
24490;LING 306 001;Full Term;LANGUAGE, THOUGHT, AND MIND;Kemmer, Suzanne E.;9:25AM - 10:40AM TR HRG 12528-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
22484;LING 325 001;Full Term;LANGUAGE ACQUISITION;Gurcanli, Ozge;4:00PM - 5:15PM TR SEW 30327-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;3
23937;LING 400 001;Full Term;LINGUISTIC ANALYSIS II;Englebretson, Robert E.;1:00PM - 1:50PM MWF HRG 1251-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;3
23324;LING 416 001;Full Term;LANGUAGE UNIVERSALS & TYPOLOGY;Kemmer, Suzanne E.;1:00PM - 2:15PM TR HRG 12527-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
20764;LING 480 001;Full Term;INDEPENDENT STUDY;Achard, Michel J.;TBA TBANo Final Exam;1 TO 6
20765;LING 480 004;Full Term;INDEPENDENT STUDY;Englebretson, Robert E.;TBA TBANo Final Exam;1 TO 6
20766;LING 480 005;Full Term;INDEPENDENT STUDY;Kemmer, Suzanne E.;TBA TBANo Final Exam;1 TO 6
20980;LING 480 007;Full Term;INDEPENDENT STUDY;Durian, David C.;TBA TBANo Final Exam;1 TO 6
21230;LING 480 008;Full Term;INDEPENDENT STUDY;Niedzielski, Nancy A.;TBA TBANo Final Exam;1 TO 6
20767;LING 480 009;Full Term;INDEPENDENT STUDY;Shibatani, Masayoshi;TBA TBANo Final Exam;1 TO 6
20768;LING 481 001;Full Term;UNDERGRADUATE RESEARCH;Achard, Michel J.;TBA TBANo Final Exam;1 TO 6
20769;LING 481 004;Full Term;UNDERGRADUATE RESEARCH;Englebretson, Robert E.;TBA TBANo Final Exam;1 TO 6
20770;LING 481 005;Full Term;UNDERGRADUATE RESEARCH;Kemmer, Suzanne E.;TBA TBANo Final Exam;1 TO 6
20981;LING 481 007;Full Term;UNDERGRADUATE RESEARCH;Durian, David C.;TBA TBANo Final Exam;1 TO 6
21231;LING 481 008;Full Term;UNDERGRADUATE RESEARCH;Niedzielski, Nancy A.;TBA TBANo Final Exam;1 TO 6
20771;LING 481 009;Full Term;UNDERGRADUATE RESEARCH;Shibatani, Masayoshi;TBA TBANo Final Exam;1 TO 6
20772;LING 482 001;Full Term;HONORS PROJECT;Achard, Michel J.;TBA TBANo Final Exam;1 TO 4
20773;LING 482 004;Full Term;HONORS PROJECT;Englebretson, Robert E.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 4
20774;LING 482 005;Full Term;HONORS PROJECT;Kemmer, Suzanne E.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 4
20982;LING 482 007;Full Term;HONORS PROJECT;Durian, David C.;TBA TBANo Final Exam;1 TO 4
21232;LING 482 008;Full Term;HONORS PROJECT;Niedzielski, Nancy A.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 4
20775;LING 482 009;Full Term;HONORS PROJECT;Shibatani, Masayoshi;TBA TBANo Final Exam;1 TO 4
24491;LING 499 001;Full Term;RESEARCH SEMINAR;Niedzielski, Nancy A.;2:00PM - 3:15PM MW HRG 1251-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;3
20032;LING 581 001;Full Term;GRADUATE RESEARCH;Achard, Michel J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20033;LING 581 002;Full Term;GRADUATE RESEARCH;;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20776;LING 581 004;Full Term;GRADUATE RESEARCH;Englebretson, Robert E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20034;LING 581 005;Full Term;GRADUATE RESEARCH;Kemmer, Suzanne E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20777;LING 581 007;Full Term;GRADUATE RESEARCH;;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20035;LING 581 008;Full Term;GRADUATE RESEARCH;Niedzielski, Nancy A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20036;LING 581 009;Full Term;GRADUATE RESEARCH;Shibatani, Masayoshi;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20800;LING 590 001;Full Term;TEACHING LINGUISTICS;Achard, Michel J.;TBA TBAGR Course-Dept Schedules Exam;3 TO 6
20801;LING 590 004;Full Term;TEACHING LINGUISTICS;Englebretson, Robert E.;TBA TBAGR Course-Dept Schedules Exam;3 TO 6
22236;LING 590 005;Full Term;TEACHING LINGUISTICS;Kemmer, Suzanne E.;TBA TBAGR Course-Dept Schedules Exam;3 TO 6
20983;LING 590 007;Full Term;TEACHING LINGUISTICS;Durian, David C.;TBA TBAGR Course-Dept Schedules Exam;3 TO 6
21233;LING 590 008;Full Term;TEACHING LINGUISTICS;Niedzielski, Nancy A.;TBA TBAGR Course-Dept Schedules Exam;3 TO 6
21813;LING 590 009;Full Term;TEACHING LINGUISTICS;Shibatani, Masayoshi;TBA TBAGR Course-Dept Schedules Exam;3 TO 6
20037;LING 800 001;Full Term;DISSERTATION RESEARCH;Achard, Michel J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20778;LING 800 004;Full Term;DISSERTATION RESEARCH;Englebretson, Robert E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20038;LING 800 005;Full Term;DISSERTATION RESEARCH;Kemmer, Suzanne E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20039;LING 800 007;Full Term;DISSERTATION RESEARCH;;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20040;LING 800 008;Full Term;DISSERTATION RESEARCH;Niedzielski, Nancy A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
20041;LING 800 009;Full Term;DISSERTATION RESEARCH;Shibatani, Masayoshi;TBA TBAGR Course-Dept Schedules Exam;1 TO 12
21032;MANA 404 001;Full Term;MANAGEMENT COMMUNICATIONS;Hampton, Lawrence P.;10:50AM - 12:05PM TR GRW 22026-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
20652;MANA 498 001;Full Term;INDEPENDENT STUDY;Stoll, Richard J.;TBA TBANo Final Exam;3
24492;POLI 209 001;Full Term;INTRO TO CONST & POLI THOUGHT;Cuthbertson, Gilbert M.;9:25AM - 10:40AM TR SEW 30928-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
20188;POLI 210 001;Full Term;AMERICAN GOVT AND POLITICS;Ragsdale, Lyn K.;11:00AM - 11:50AM MWF HRZ 21225-APR-2018 9:00AM - 12:00PM W TBA TBAScheduled Final Exam-OTR Room;3
20189;POLI 211 001;Full Term;INTRO INTERNATIONAL RELATIONS;Stoll, Richard J.;9:00AM - 9:50AM MWF HRZ 21026-APR-2018 2:00PM - 5:00PM R TBA TBAScheduled Final Exam-OTR Room;3
20298;POLI 212 001;Full Term;INTRO TO COMPARATIVE POLITICS;Schwindt-Bayer, Leslie A.;10:00AM - 10:50AM MWF HRZ 21030-APR-2018 9:00AM - 12:00PM M TBA TBAScheduled Final Exam-OTR Room;3
24493;POLI 238 001;Full Term;REFUGEES & MIGRATION;Wood, Andrew R.;2:30PM - 3:45PM TR MLC 10430-APR-2018 2:00PM - 5:00PM M TBA TBAScheduled Final Exam-OTR Room;3
20190;POLI 306 001;Full Term;DIRECTED READING II;Stoll, Richard J.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
20737;POLI 307 001;Full Term;POLITICAL SCIENCE INTERNSHIP I;Alford, John R.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;2
20738;POLI 308 001;Full Term;POLI SCIENCE INTERNSHIP II;Alford, John R.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 2
24988;POLI 317 001;Full Term;THE CONGRESS;Fowler, William W.;2:00PM - 4:30PM M MEL 2541-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;3
22055;POLI 321 001;Full Term;AMER CONSTITUTIONAL LAW;Cuthbertson, Gilbert M.;10:50AM - 12:05PM TR SEW 30726-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
24494;POLI 334 001;Full Term;AMERICAN POLITICAL PARTIES;Rusk, Jerrold G.;1:00PM - 2:15PM TR GRB W212Scheduled Final Exam-OTR Room;3
24495;POLI 338 001;Full Term;POLICY ANALYSIS;Stein, Robert M.;9:25AM - 10:40AM TR DCC 11328-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
24497;POLI 342 001;Full Term;POLITICS OF THE JUDICIARY;Brace, Paul R.;1:00PM - 2:15PM TR HRZ 21027-APR-2018 9:00AM - 12:00PM F TBA TBATake-Home Exam;3
24498;POLI 343 001;Full Term;MEDIA AND POLITICS;Menger, Andrew M.;2:30PM - 3:45PM TR HRZ 21130-APR-2018 2:00PM - 5:00PM M TBA TBANo Final Exam;3
24499;POLI 362 001;Full Term;COMPARATIVE URBAN POL & PLCY;Marschall, Melissa J.;1:00PM - 2:15PM TR HRZ 21127-APR-2018 9:00AM - 12:00PM F TBA TBAScheduled Final Exam-OTR Room;3
24501;POLI 373 001;Full Term;WAR AND POLITICS;Birol, Cem;10:50AM - 12:05PM TR KCK 10126-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
21253;POLI 395 001;Full Term;INTRO TO STATISTICS;Esarey, Justin E.;9:25AM - 10:40AM TR SEW 30728-APR-2018 9:00AM - 12:00PM S TBA TBATake-Home Exam;3
20739;POLI 405 001;Full Term;SENIOR THESIS;Stoll, Richard J.;TBA TBANo Final Exam;3
20491;POLI 406 001;Full Term;SENIOR THESIS;Stoll, Richard J.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
25013;POLI 416 001;Full Term;SURVEY RSRCH AMERICAN POLITICS;Stein, Robert M.;2:00PM - 4:30PM W RZR 12328-APR-2018 2:00PM - 5:00PM S TBA TBANo Final Exam;3
24502;POLI 457 001;Full Term;CONDITIONS OF DEMOCRACY;Jones, Mark P.;2:00PM - 4:30PM M HRZ 2111-MAY-2018 2:00PM - 5:00PM T TBA TBANo Final Exam;3
20327;POLI 462 001;Full Term;COMPARATIVE PUBLIC POLICY;Ambler, John S.;7:00PM - 9:30PM T HRZ 12630-APR-2018 7:00PM - 10:00PM M TBA TBANo Final Exam;3
23842;POLI 469 001;Full Term;CIVIL WAR AND TERRORISM;Polo, Sara;2:30PM - 5:00PM R SEW 56030-APR-2018 2:00PM - 5:00PM M TBA TBATake-Home Exam;3
20191;POLI 501 001;Full Term;SOCIAL SCIENTIFIC THINKING II;Stoll, Richard J.;2:30PM - 5:20PM R HRZ 126GR Course-Dept Schedules Exam;3
20445;POLI 505 001;Full Term;ADV MAXIMUM LIKELIHOOD EST;Stevenson, Randolph T.;2:30PM - 5:20PM T HRZ 126GR Course-Dept Schedules Exam;3
25018;POLI 512 001;Full Term;EXPRMNTL DSGN & SOCIAL BHVR;Wilson, Rick K.;9:00AM - 11:50AM T HRZ 126GR Course-Dept Schedules Exam;3
24503;POLI 520 001;Full Term;APPROACHES TO COMPARATIVE GOVT;Stevenson, Randolph T.;2:00PM - 4:50PM W HRZ 126GR Course-Dept Schedules Exam;3
25015;POLI 539 001;Full Term;POLITICAL PSYCHOLOGY;Hayes, Matthew J.;2:00PM - 4:50PM M HRZ 126GR Course-Dept Schedules Exam;3
24504;POLI 571 001;Full Term;CIVIL WAR AND TERRORISM;Polo, Sara;2:00PM - 4:50PM F HRZ 126GR Course-Dept Schedules Exam;3
20740;POLI 592 001;Full Term;DIRECTED READING METHODOLOGY;Stevenson, Randolph T.;TBA TBAGR Course-Dept Schedules Exam;3
20741;POLI 592 002;Full Term;DIRECTED READING METHODOLOGY;Marschall, Melissa J.;TBA TBAGR Course-Dept Schedules Exam;3
24987;POLI 592 003;Full Term;DIRECTED READING METHODOLOGY;;GR Course-Dept Schedules Exam;3
20846;POLI 592 004;Full Term;DIRECTED READING METHODOLOGY;Esarey, Justin E.;TBA TBAGR Course-Dept Schedules Exam;3
20743;POLI 594 001;Full Term;DIR READING AMERICAN POLITICS;Hamm, Keith E.;TBA TBAGR Course-Dept Schedules Exam;3
20744;POLI 594 002;Full Term;DIR READING AMERICAN POLITICS;Alford, John R.;TBA TBAGR Course-Dept Schedules Exam;3
20745;POLI 594 003;Full Term;DIR READING AMERICAN POLITICS;Brace, Paul R.;TBA TBAGR Course-Dept Schedules Exam;3
20746;POLI 594 004;Full Term;DIR READING AMERICAN POLITICS;Cuthbertson, Gilbert M.;TBA TBAGR Course-Dept Schedules Exam;3
20747;POLI 594 005;Full Term;DIR READING AMERICAN POLITICS;Marschall, Melissa J.;TBA TBAGR Course-Dept Schedules Exam;3
20748;POLI 594 006;Full Term;DIR READING AMERICAN POLITICS;Rusk, Jerrold G.;TBA TBAGR Course-Dept Schedules Exam;3
20749;POLI 594 007;Full Term;DIR READING AMERICAN POLITICS;Stein, Robert M.;TBA TBAGR Course-Dept Schedules Exam;3
20750;POLI 594 008;Full Term;DIR READING AMERICAN POLITICS;Wilson, Rick K.;TBA TBAGR Course-Dept Schedules Exam;3
24505;POLI 594 009;Full Term;DIR READING AMERICAN POLITICS;Hayes, Matthew J.;TBA TBAGR Course-Dept Schedules Exam;3
20751;POLI 596 001;Full Term;DIR READ-INTERNAT'L RELATIONS;Stoll, Richard J.;TBA TBAGR Course-Dept Schedules Exam;3
20752;POLI 596 002;Full Term;DIR READ-INTERNAT'L RELATIONS;Leeds, Brett A.;TBA TBAGR Course-Dept Schedules Exam;3
20753;POLI 596 003;Full Term;DIR READ-INTERNAT'L RELATIONS;Morgan, T C.;TBA TBAGR Course-Dept Schedules Exam;3
20754;POLI 596 004;Full Term;DIR READ-INTERNAT'L RELATIONS;Fang, Songying;TBA TBAGR Course-Dept Schedules Exam;3
22074;POLI 596 005;Full Term;DIR READ-INTERNAT'L RELATIONS;Polo, Sara;TBA TBAGR Course-Dept Schedules Exam;3
20755;POLI 598 001;Full Term;DIR READ-COMPARATIVE POLITICS;Stevenson, Randolph T.;TBA TBAGR Course-Dept Schedules Exam;3
20326;POLI 598 002;Full Term;DIR READ-COMPARATIVE POLITICS;;TBA TBAGR Course-Dept Schedules Exam;3
20756;POLI 598 003;Full Term;DIR READ-COMPARATIVE POLITICS;Jones, Mark P.;TBA TBAGR Course-Dept Schedules Exam;3
24986;POLI 598 004;Full Term;DIR READ-COMPARATIVE POLITICS;;GR Course-Dept Schedules Exam;3
20996;POLI 598 005;Full Term;DIR READ-COMPARATIVE POLITICS;Schwindt-Bayer, Leslie A.;TBA TBAGR Course-Dept Schedules Exam;3
20492;POLI 599 001;Full Term;TEACHING POLITICAL SCIENCE;Stoll, Richard J.;TBA TBAGR Course-Dept Schedules Exam;1
20192;POLI 600 001;Full Term;MA RESEARCH AND THESIS;Hamm, Keith E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
20193;POLI 800 001;Full Term;PH.D. RESEARCH AND THESIS;Hamm, Keith E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
22686;POLI 800 002;Full Term;PH.D. RESEARCH AND THESIS;Jones, Mark P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23178;POLI 800 003;Full Term;PH.D. RESEARCH AND THESIS;Leeds, Brett A.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23179;POLI 800 004;Full Term;PH.D. RESEARCH AND THESIS;;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23180;POLI 800 005;Full Term;PH.D. RESEARCH AND THESIS;Morgan, T C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23181;POLI 800 006;Full Term;PH.D. RESEARCH AND THESIS;Stein, Robert M.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23182;POLI 800 007;Full Term;PH.D. RESEARCH AND THESIS;Stevenson, Randolph T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23183;POLI 800 008;Full Term;PH.D. RESEARCH AND THESIS;Stoll, Richard J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
20240;PSYC 101 001;Full Term;INTRODUCTION TO PSYCHOLOGY;Nicolaou, Despina C.;9:25AM - 10:40AM TR SEW 30128-APR-2018 9:00AM - 12:00PM S TBA TBAScheduled Final Exam-OTR Room;3
20455;PSYC 101 002;Full Term;INTRODUCTION TO PSYCHOLOGY;Nicolaou, Despina C.;10:50AM - 12:05PM TR SEW 30126-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
20242;PSYC 202 001;Full Term;INTRO TO SOCIAL PSYCHOLOGY;Parsons, Sandra V.;9:00AM - 9:50AM MWF SEW 30926-APR-2018 2:00PM - 5:00PM R TBA TBANo Final Exam;3
20241;PSYC 203 001;Full Term;INTRO TO COGNITIVE PSYCHOLOGY;Espinosa, Carissa A.;1:00PM - 1:50PM MWF SEW 3091-MAY-2018 9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room;3
