CRN;Course;Session;Title;Instructor;Time/Location;Credits
24776;PSYC 575 001;Full Term;ATTENTION AND PERCEPTION;Dannemiller, James L.;2:00PM - 4:30PM W SEW 462GR Course-Dept Schedules Exam;3
24777;PSYC 586 001;Full Term;SOCIAL AND AFFECTIVE NEURO;Denny, Bryan T.;4:00PM - 5:15PM TR BRC 706GR Course-Dept Schedules Exam;3
24778;PSYC 630 001;Full Term;WORKFORCE READINESS;Oswald, Frederick L.;2:00PM - 4:30PM W SEW 303GR Course-Dept Schedules Exam;3
20710;PSYC 636 001;Full Term;ORGANIZATIONAL PSYCHOLOGY;Motowidlo, Stephan J.;1:00PM - 3:30PM M SEW 429GR Course-Dept Schedules Exam;3
20711;PSYC 639 001;Full Term;I/O PSYCHOLOGY INTERNSHIP;Byrne, Michael D.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
20712;PSYC 649 001;Full Term;HF/HCI PSYC INTERNSHIP;Byrne, Michael D.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
24394;PSYC 651 001;Full Term;DIVERSITY AND DISCRIMINATION;Hebl, Michelle R.;2:30PM - 5:00PM T SEW 462GR Course-Dept Schedules Exam;3
24779;PSYC 663 001;Full Term;MEDICAL HUMAN FACTORS;Kortum, Philip T.;9:25AM - 10:40AM TR SEW 305GR Course-Dept Schedules Exam;3
20254;PSYC 700 001;Full Term;THESIS RESEARCH;Beier, Margaret E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23161;PSYC 700 002;Full Term;THESIS RESEARCH;Fischer-Baum, Simon J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23162;PSYC 700 003;Full Term;THESIS RESEARCH;Hebl, Michelle R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23163;PSYC 700 004;Full Term;THESIS RESEARCH;Kortum, Philip T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23164;PSYC 700 005;Full Term;THESIS RESEARCH;Martin, Randi C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23165;PSYC 700 006;Full Term;THESIS RESEARCH;Motowidlo, Stephan J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23720;PSYC 700 007;Full Term;THESIS RESEARCH;Byrne, Michael D.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23721;PSYC 700 008;Full Term;THESIS RESEARCH;Dannemiller, James L.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23722;PSYC 700 009;Full Term;THESIS RESEARCH;Denny, Bryan T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23723;PSYC 700 010;Full Term;THESIS RESEARCH;Fagundes, Christopher P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23724;PSYC 700 011;Full Term;THESIS RESEARCH;Lane, David M.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23725;PSYC 700 012;Full Term;THESIS RESEARCH;Oswald, Frederick L.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23726;PSYC 700 013;Full Term;THESIS RESEARCH;Pomerantz, James R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23727;PSYC 700 014;Full Term;THESIS RESEARCH;Salas, Eduardo;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24780;PSYC 700 015;Full Term;THESIS RESEARCH;King, Eden B.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
20255;PSYC 800 001;Full Term;DISSERTATION RESEARCH;Lane, David M.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23166;PSYC 800 002;Full Term;DISSERTATION RESEARCH;Beier, Margaret E.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23168;PSYC 800 004;Full Term;DISSERTATION RESEARCH;Martin, Randi C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23728;PSYC 800 006;Full Term;DISSERTATION RESEARCH;Fischer-Baum, Simon J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23729;PSYC 800 007;Full Term;DISSERTATION RESEARCH;Byrne, Michael D.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23730;PSYC 800 008;Full Term;DISSERTATION RESEARCH;Dannemiller, James L.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23731;PSYC 800 009;Full Term;DISSERTATION RESEARCH;Denny, Bryan T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23732;PSYC 800 010;Full Term;DISSERTATION RESEARCH;Fagundes, Christopher P.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23733;PSYC 800 011;Full Term;DISSERTATION RESEARCH;Hebl, Michelle R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23734;PSYC 800 012;Full Term;DISSERTATION RESEARCH;Kortum, Philip T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23735;PSYC 800 013;Full Term;DISSERTATION RESEARCH;Motowidlo, Stephan J.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23736;PSYC 800 014;Full Term;DISSERTATION RESEARCH;Oswald, Frederick L.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23737;PSYC 800 015;Full Term;DISSERTATION RESEARCH;Pomerantz, James R.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
23738;PSYC 800 016;Full Term;DISSERTATION RESEARCH;Salas, Eduardo;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24781;PSYC 800 017;Full Term;DISSERTATION RESEARCH;King, Eden B.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
20324;SMGT 260 001;Full Term;INTRO TO SPORT MANAGEMENT;Crossey, Diane M.;10:50AM - 12:05PM TR HUM 11726-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
23757;SMGT 266 001;Full Term;LEADING WITH SERVICE;Crossey, Diane M.;7:00PM - 9:30PM T TUD 20130-APR-2018 7:00PM - 10:00PM M TBA TBANo Final Exam;3
22060;SMGT 276 002;Full Term;SPORT MANAGEMENT PRACTICUM;Stallings, Tom;9:25AM - 10:40AM TR BKH 11628-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
20348;SMGT 362 001;Full Term;SPORT MARKETING;Haptonstall, Clark D.;2:30PM - 5:00PM T BRK 1032-MAY-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
20379;SMGT 364 001;Full Term;SPORT LAW;Jones, Karen L.;7:00PM - 9:30PM M MCA 10330-APR-2018 7:00PM - 10:00PM M TBA TBATake-Home Exam;3
20347;SMGT 366 001;Full Term;EVENT MANAGEMENT;Crossey, Diane M.;1:00PM - 2:15PM TR GRW 160A27-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
20508;SMGT 376 001;Full Term;SPORT MANAGEMENT INTERNSHIP 1;Stallings, Tom;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
20509;SMGT 377 001;Full Term;SPORT MANAGEMENT INTERNSHIP 2;Stallings, Tom;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
20506;SMGT 378 001;Full Term;SPORT MANAGEMENT INTERNSHIP 3;Stallings, Tom;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;3
20507;SMGT 379 001;Full Term;SPORT MANAGEMENT INTERNSHIP 4;Stallings, Tom;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 6
22061;SMGT 430 001;Full Term;INTRO TO SPORT ANALYTICS;Disch, James G.;8:00AM - 9:15AM TR SEW 2071-MAY-2018 7:00PM - 10:00PM T TBA TBANo Final Exam;3
25024;SMGT 440 001;Full Term;SPORT BUSINESS ANALYTICS;Disch, James G.;9:25AM - 10:40AM TR SEW 20728-APR-2018 9:00AM - 12:00PM S TBA TBATake-Home Exam;3
24519;SMGT 464 001;Full Term;ADVANCED SPORT LAW;Jones, Karen L.;4:00PM - 6:30PM M MCA 10330-APR-2018 7:00PM - 10:00PM M TBA TBATake-Home Exam;3
25025;SMGT 465 001;Full Term;SPORT CONTRACTS & NEGOTIATION;Jones, Karen L.;7:00PM - 9:30PM W MCA 1032-MAY-2018 2:00PM - 5:00PM W TBA TBATake-Home Exam;3
22062;SMGT 466 001;Full Term;SPORT PUBLIC RELATIONS;Haptonstall, Clark D.;1:00PM - 3:30PM W KCK 10126-APR-2018 7:00PM - 10:00PM R TBA TBANo Final Exam;3
25026;SMGT 470 001;Full Term;SPORT MANAGEMENT SEMINAR;Stallings, Tom;7:00PM - 9:30PM M HRG 12530-APR-2018 7:00PM - 10:00PM M TBA TBATake-Home Exam;3
20828;SMGT 495 001;Full Term;INDEPENDENT STUDY;Haptonstall, Clark D.;TBA TBANo Final Exam;1 TO 3
21116;SMGT 495 002;Full Term;INDEPENDENT STUDY;Crossey, Diane M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
21117;SMGT 495 003;Full Term;INDEPENDENT STUDY;Disch, James G.;TBA TBANo Final Exam;1 TO 3
21118;SMGT 495 004;Full Term;INDEPENDENT STUDY;Stallings, Tom;TBA TBANo Final Exam;1 TO 3
21119;SMGT 499 001;Full Term;TEACHING PRACTICUM;Disch, James G.;TBA TBANo Final Exam;1 TO 3
21120;SMGT 499 002;Full Term;TEACHING PRACTICUM;Crossey, Diane M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
20510;SMGT 499 003;Full Term;TEACHING PRACTICUM;Haptonstall, Clark D.;TBA TBANo Final Exam;1 TO 3
21121;SMGT 499 004;Full Term;TEACHING PRACTICUM;Stallings, Tom;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
23759;SMGT 499 005;Full Term;TEACHING PRACTICUM;Jones, Karen L.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 3
20281;SOCI 101 001;Full Term;INTRODUCTION TO SOCIOLOGY;Werth, Robert J.;4:00PM - 5:15PM MW RZR 11928-APR-2018 7:00PM - 10:00PM S TBA TBAScheduled Final Exam-OTR Room;3
24164;SOCI 231 001;Full Term;SOCIAL PROBLEMS;Considine, Craig M.;9:25AM - 10:40AM TR SEW 30328-APR-2018 9:00AM - 12:00PM S TBA TBAScheduled Final Exam-OTR Room;3
25316;SOCI 299 001;Full Term;EXPERIENTIAL EDUCATION IN SOCI;Chavez, Sergio;TBA TBANo Final Exam;1
23438;SOCI 301 001;Full Term;SOCIAL INEQUALITY;Turley, Ruth N.;2:00PM - 3:15PM MW BRC 2821-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;3
25403;SOCI 306 002;Full Term;SOCIOLOGY OF GENDER;Paige, Robin;10:50AM - 12:05PM TR HRG 12926-APR-2018 9:00AM - 12:00PM R TBA TBATake-Home Exam;3
24646;SOCI 309 001;Full Term;RACE & ETHNIC RELATIONS;Considine, Craig M.;2:30PM - 3:45PM TR SEW 30930-APR-2018 2:00PM - 5:00PM M TBA TBAScheduled Final Exam-OTR Room;3
20606;SOCI 328 002;Full Term;HERC RESEARCH WORKSHOP;Turley, Ruth N.;12:00PM - 2:00PM M BRC 1020L1-MAY-2018 9:00AM - 12:00PM T TBA TBANo Final Exam;1 TO 4
25034;SOCI 334 001;Full Term;SOCIOLOGY OF THE FAMILY;Chavez, Sergio;2:30PM - 3:45PM TR RZR 11930-APR-2018 2:00PM - 5:00PM M TBA TBAScheduled Final Exam-OTR Room;3
25118;SOCI 340 001;Full Term;SOCIOLOGY OF IMMIGRATION;Di, Di;1:00PM - 2:15PM TR SEW 30527-APR-2018 9:00AM - 12:00PM F TBA TBAScheduled Final Exam-OTR Room;3
23440;SOCI 363 002;Full Term;AFRICAN AMER-JEWISH RELATIONS;Furman, Joshua J.;12:00PM - 12:50PM MWF RZR 30426-APR-2018 7:00PM - 10:00PM R TBA TBAScheduled Final Exam-OTR Room;3
23441;SOCI 364 002;Full Term;MUSLIMS IN AMERICAN SOCIETY;Considine, Craig M.;4:00PM - 5:15PM TR HRZ 21227-APR-2018 2:00PM - 5:00PM F TBA TBAScheduled Final Exam-OTR Room;3
23442;SOCI 365 002;Full Term;POLITICS OF REPRESENTATION;Sharim, Yehuda;2:00PM - 3:15PM MW SEW 3071-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;3
24648;SOCI 368 001;Full Term;SOCIOLOGY OF DISASTER;Elliott, James R.;10:50AM - 12:05PM TR RZR 12326-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
25031;SOCI 374 001;Full Term;SOCIAL PSYCHOLOGY OF PREJUDICE;Brown, Tony N.;10:50AM - 12:05PM TR SEW 30326-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-OTR Room;3
23443;SOCI 376 002;Full Term;ART AND ACTIVISM;Sharim, Yehuda;4:00PM - 5:15PM MW SEW 56028-APR-2018 7:00PM - 10:00PM S TBA TBAScheduled Final Exam-OTR Room;3
20367;SOCI 382 001;Full Term;SOCIAL STATISTICS;Brown, Tony N.;2:30PM - 3:45PM TR SEW 10130-APR-2018 2:00PM - 5:00PM M TBA TBAScheduled Final Exam-OTR Room;3
25374;SOCI 394 002;Full Term;HUMAN DEVELOPMENT;Lopez Alonso, Moramay;10:50AM - 12:05PM TR SEW 56226-APR-2018 9:00AM - 12:00PM R TBA TBANo Final Exam;3
25032;SOCI 396 001;Full Term;LAW AND RESISTANCE;Werth, Robert J.Ballestero, Andrea;2:00PM - 3:15PM MW RZR 1191-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;3
20007;SOCI 404 001;Full Term;INDEPENDENT STUDY;Bratter, Jenifer L.;TBA TBANo Final Exam;1 TO 4
22104;SOCI 404 002;Full Term;INDEPENDENT STUDY;Brown, Tony N.;TBA TBANo Final Exam;1 TO 4
20008;SOCI 404 003;Full Term;INDEPENDENT STUDY;Gorman, Bridget K.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 4
20880;SOCI 404 004;Full Term;INDEPENDENT STUDY;Paige, Robin;TBA TBANo Final Exam;1 TO 4
22105;SOCI 404 005;Full Term;INDEPENDENT STUDY;Besbris, Max;TBA TBANo Final Exam;1 TO 4
21122;SOCI 404 006;Full Term;INDEPENDENT STUDY;Kimbro, Rachel T.;TBA TBANo Final Exam;1 TO 4
20009;SOCI 404 007;Full Term;INDEPENDENT STUDY;Rhodes, Anna C.;TBA TBANo Final Exam;1 TO 4
21574;SOCI 404 008;Full Term;INDEPENDENT STUDY;Turley, Ruth N.;TBA TBANo Final Exam;1 TO 4
22106;SOCI 404 009;Full Term;INDEPENDENT STUDY;Ecklund, Elaine H.;TBA TBANo Final Exam;1 TO 4
20863;SOCI 404 010;Full Term;INDEPENDENT STUDY;Chavez, Sergio;TBA TBANo Final Exam;1 TO 4
22107;SOCI 404 011;Full Term;INDEPENDENT STUDY;Elliott, James R.;TBA TBANo Final Exam;1 TO 4
22108;SOCI 404 012;Full Term;INDEPENDENT STUDY;Klineberg, Stephen L.;TBA TBANo Final Exam;1 TO 4
22109;SOCI 404 013;Full Term;INDEPENDENT STUDY;Murdock, Steve H.;TBA TBANo Final Exam;1 TO 4
24403;SOCI 404 014;Full Term;INDEPENDENT STUDY;Considine, Craig M.;TBA TBA2-MAY-2018 7:00PM - 10:00PM W TBA TBANo Final Exam;1 TO 4
20597;SOCI 406 001;Full Term;BASIC DEMOGRAPHIC TECHNIQUES;Murdock, Steve H.;6:30PM - 9:30PM W SEW 56029-APR-2018 2:00PM - 5:00PM U TBA TBAScheduled Final Exam-OTR Room;3
24649;SOCI 436 001;Full Term;HOUSTON AREA SURVEY;Klineberg, Stephen L.;1:00PM - 2:15PM TR SEW 10127-APR-2018 9:00AM - 12:00PM F TBA TBANo Final Exam;3
24653;SOCI 459 001;Full Term;RELIGION AND PUBLIC LIFE;Ecklund, Elaine H.;2:30PM - 5:20PM T SEW 5602-MAY-2018 9:00AM - 12:00PM W TBA TBANo Final Exam;3
20596;SOCI 470 001;Full Term;INEQUALITY AND URBAN LIFE;Whitehead, Ellen M.;2:00PM - 4:50PM M SEW 3031-MAY-2018 2:00PM - 5:00PM T TBA TBAScheduled Final Exam-OTR Room;4
20690;SOCI 492 001;Full Term;DIRECTED HONORS RESEARCH;Chavez, Sergio;TBA TBANo Final Exam;3
20691;SOCI 492 002;Full Term;DIRECTED HONORS RESEARCH;Besbris, Max;TBA TBANo Final Exam;3
20692;SOCI 492 003;Full Term;DIRECTED HONORS RESEARCH;Ecklund, Elaine H.;TBA TBANo Final Exam;3
20381;SOCI 492 005;Full Term;DIRECTED HONORS RESEARCH;Kimbro, Rachel T.;TBA TBANo Final Exam;3
20471;SOCI 492 006;Full Term;DIRECTED HONORS RESEARCH;Gorman, Bridget K.;TBA TBANo Final Exam;3
20877;SOCI 492 008;Full Term;DIRECTED HONORS RESEARCH;Bratter, Jenifer L.;TBA TBANo Final Exam;3
20654;SOCI 492 009;Full Term;DIRECTED HONORS RESEARCH;Turley, Ruth N.;TBA TBANo Final Exam;3
21110;SOCI 492 010;Full Term;DIRECTED HONORS RESEARCH;Brown, Tony N.;TBA TBANo Final Exam;3
24421;SOCI 492 011;Full Term;DIRECTED HONORS RESEARCH;Elliott, James R.;TBA TBANo Final Exam;3
24655;SOCI 492 012;Full Term;DIRECTED HONORS RESEARCH;Rhodes, Anna C.;TBA TBANo Final Exam;3
22278;SOCI 506 001;Full Term;BASIC DEMOGRAPHIC TECHNIQUES;Murdock, Steve H.;6:30PM - 9:30PM W SEW 56029-APR-2018 2:00PM - 5:00PM U TBA TBAGR Course-Dept Schedules Exam;3
24656;SOCI 511 001;Full Term;COMMUNITY & URBAN SOCIOLOGY;Elliott, James R.;2:00PM - 4:50PM W TBA TBAGR Course-Dept Schedules Exam;3
24650;SOCI 536 001;Full Term;HOUSTON AREA SURVEY;Klineberg, Stephen L.;1:00PM - 2:15PM TR SEW 101GR Course-Dept Schedules Exam;3
24654;SOCI 559 001;Full Term;RELIGION AND PUBLIC LIFE;Ecklund, Elaine H.;2:30PM - 5:20PM T SEW 560GR Course-Dept Schedules Exam;3
24657;SOCI 586 001;Full Term;MULTILEVEL MODELING;Li, Jing;9:00AM - 12:00PM W SEW 207GR Course-Dept Schedules Exam;3
21025;SOCI 605 001;Full Term;NON-THESIS GRADUATE RESEARCH;Ecklund, Elaine H.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21026;SOCI 606 001;Full Term;THESIS RESEARCH;Ecklund, Elaine H.;TBA TBAGR Course-Dept Schedules Exam;3
21180;SOCI 609 001;Full Term;GRADUATE INDEPENDENT STUDY;Bratter, Jenifer L.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21181;SOCI 609 002;Full Term;GRADUATE INDEPENDENT STUDY;Gorman, Bridget K.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21182;SOCI 609 003;Full Term;GRADUATE INDEPENDENT STUDY;Besbris, Max;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21183;SOCI 609 004;Full Term;GRADUATE INDEPENDENT STUDY;Rhodes, Anna C.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21184;SOCI 609 005;Full Term;GRADUATE INDEPENDENT STUDY;Chavez, Sergio;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21185;SOCI 609 006;Full Term;GRADUATE INDEPENDENT STUDY;Kimbro, Rachel T.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21186;SOCI 609 008;Full Term;GRADUATE INDEPENDENT STUDY;Turley, Ruth N.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21187;SOCI 609 009;Full Term;GRADUATE INDEPENDENT STUDY;Klineberg, Stephen L.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21188;SOCI 609 010;Full Term;GRADUATE INDEPENDENT STUDY;Ecklund, Elaine H.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21189;SOCI 609 011;Full Term;GRADUATE INDEPENDENT STUDY;Murdock, Steve H.;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21190;SOCI 609 012;Full Term;GRADUATE INDEPENDENT STUDY;Long, Elizabeth;TBA TBAGR Course-Dept Schedules Exam;1 TO 9
21089;SOCI 610 001;Full Term;PROFESSIONALIZATION WORKSHOP;Ecklund, Elaine H.;12:00PM - 12:50PM F SEW 562GR Course-Dept Schedules Exam;1
21027;SOCI 700 001;Full Term;DISSERTATION RESEARCH;Ecklund, Elaine H.;TBA TBAGR Course-Dept Schedules Exam;1 TO 15
24966;SOSC 238 001;Full Term;SOCIAL CONTEXT IN INNOVATION;Larson, Abby;9:25AM - 10:40AM TR KCK 10528-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
25005;SOSC 300 001;Full Term;INTRODUCTION TO PUBLIC POLICY;Matusow, Allen J.Valentin, Edward;2:30PM - 3:45PM TR HUM 11730-APR-2018 2:00PM - 5:00PM M TBA TBATake-Home Exam;3
24496;SOSC 301 001;Full Term;POLICY ANALYSIS;Stein, Robert M.;9:25AM - 10:40AM TR DCC 11328-APR-2018 9:00AM - 12:00PM S TBA TBANo Final Exam;3
25006;SOSC 406 001;Full Term;JUDICIAL PRACTICUM;Werth, Robert J.;6:30PM - 8:30PM M TBA TBA2-MAY-2018 2:00PM - 5:00PM W TBA TBAScheduled Final Exam-OTR Room;3
22452;SOSC 444 001;Full Term;CONSULTING PRACTICUM;Hampton, Lawrence P.;4:00PM - 5:15PM TR GRW 160A27-APR-2018 2:00PM - 5:00PM F TBA TBANo Final Exam;3
24209;SOSC 464 001;Full Term;SOCIAL ENTREPRENEURSHIP;Schuler, Douglas A.;10:50AM - 12:05PM TR MCN 21426-APR-2018 9:00AM - 12:00PM R TBA TBAScheduled Final Exam-Dept Room;3
